movieId,title,genres,year,imdb_id
1591,"Spawn  ",Action|Adventure|Sci-Fi|Thriller,1997,0120177
1592,"Air Bud  ",Children|Comedy,1997,0118570
1593,"Picture Perfect  ",Comedy|Romance,1997,0119896
1594,"In the Company of Men  ",Comedy|Drama,1997,0119361
1596,"Career Girls  ",Drama,1997,0118818
1597,"Conspiracy Theory  ",Drama|Mystery|Romance|Thriller,1997,0118883
1598,"Desperate Measures  ",Crime|Drama|Thriller,1998,0118966
1599,"Steel  ",Action,1997,0120207
1600,"She's So Lovely  ",Drama|Romance,1997,0120112
1601,"Hoodlum  ",Crime|Drama|Film-Noir,1997,0119311
1602,"Leave It to Beaver  ",Comedy,1997,0119509
1603,"Mimic  ",Horror|Sci-Fi|Thriller,1997,0119675
1604,"Money Talks  ",Action|Comedy,1997,0119695
1605,"Excess Baggage  ",Adventure|Romance,1997,0119086
1606,"Kull the Conqueror  ",Action|Adventure,1997,0119484
1608,"Air Force One  ",Action|Thriller,1997,0118571
1609,187,Drama|Thriller,1997,0118531
1610,"Hunt for Red October, The  ",Action|Adventure|Thriller,1990,0099810
1611,"My Own Private Idaho  ",Drama|Romance,1991,0102494
1612,"Kiss Me, Guido  ",Comedy,1997,0119465
1613,"Star Maps  ",Drama,1997,0120197
1614,"In & Out  ",Comedy,1997,0119360
1615,"Edge, The  ",Adventure|Drama,1997,0119051
1616,"Peacemaker, The  ",Action|Thriller|War,1997,0119874
1617,"L.A. Confidential  ",Crime|Film-Noir|Mystery|Thriller,1997,0119488
1619,"Seven Years in Tibet  ",Adventure|Drama|War,1997,0120102
1620,"Kiss the Girls  ",Crime|Drama|Mystery|Thriller,1997,0119468
1621,"Soul Food  ",Drama,1997,0120169
1623,"Wishmaster  ",Horror,1997,0120524
1624,"Thousand Acres, A  ",Drama,1997,0120323
1625,"Game, The  ",Drama|Mystery|Thriller,1997,0119174
1626,"Fire Down Below  ",Action|Drama|Thriller,1997,0119123
1627,"U Turn  ",Crime|Drama|Mystery,1997,0120399
1629,"MatchMaker, The  ",Comedy|Romance,1997,0119632
1631,"Assignment, The  ",Action|Thriller,1997,0118647
1633,"Ulee's Gold  ",Drama,1997,0120402
1635,"Ice Storm, The  ",Drama,1997,0119349
1639,"Chasing Amy  ",Comedy|Drama|Romance,1997,0118842
1641,"Full Monty, The  ",Comedy|Drama,1997,0119164
1642,"Indian Summer    ",Comedy|Drama,1996,0116631
1643,"Mrs. Brown    ",Drama|Romance,1997,0119280
1644,"I Know What You Did Last Summer  ",Horror|Mystery|Thriller,1997,0119345
1645,"The Devil's Advocate  ",Drama|Mystery|Thriller,1997,0118971
1646,"RocketMan    ",Children|Comedy|Romance|Sci-Fi,1997,0120029
1647,"Playing God  ",Crime|Drama|Thriller,1997,0119906
1648,"House of Yes, The  ",Comedy|Drama,1997,0119324
1649,"Fast, Cheap & Out of Control  ",Documentary,1997,0119107
1650,"Washington Square  ",Drama,1997,0120481
1652,"Year of the Horse  ",Documentary,1997,0120539
1653,"Gattaca  ",Drama|Sci-Fi|Thriller,1997,0119177
1654,"FairyTale: A True Story  ",Children|Drama|Fantasy,1997,0119095
1655,"Phantoms  ",Drama|Horror|Thriller,1998,0119891
1656,"Swept from the Sea  ",Drama|Romance,1997,0120257
1658,"Life Less Ordinary, A  ",Romance|Thriller,1997,0119535
1659,"Hurricane Streets  ",Drama,1997,0119338
1660,"Eve's Bayou  ",Drama,1997,0119080
1661,"Switchback  ",Crime|Mystery|Thriller,1997,0119210
1662,"Gang Related  ",Crime,1997,0118900
1663,"Stripes  ",Comedy|War,1981,0083131
1665,"Bean  ",Comedy,1997,0118689
1667,"Mad City  ",Action|Drama,1997,0119592
1670,"Welcome to Sarajevo  ",Drama|War,1997,0120490
1671,"Deceiver  ",Crime|Drama|Thriller,1997,0119527
1672,"Rainmaker, The  ",Drama,1997,0119978
1673,"Boogie Nights  ",Drama,1997,0118749
1674,"Witness  ",Drama|Romance|Thriller,1985,0090329
1675,"Incognito  ",Crime|Thriller,1997,0119365
1676,"Starship Troopers  ",Action|Sci-Fi,1997,0120201
1677,"Critical Care  ",Comedy|Drama,1997,0118901
1678,"Joy Luck Club, The  ",Drama|Romance,1993,0107282
1679,"Chairman of the Board  ",Comedy,1998,0118836
1680,"Sliding Doors  ",Drama|Romance,1998,0120148
1681,"Mortal Kombat: Annihilation  ",Action|Adventure|Fantasy,1997,0119707
1682,"Truman Show, The  ",Comedy|Drama|Sci-Fi,1998,0120382
1683,"Wings of the Dove, The  ",Drama|Romance,1997,0120520
1684,"Mrs. Dalloway  ",Drama|Romance,1997,0119723
1685,"I Love You, I Love You Not  ",Drama|Romance,1996,0116592
1686,"Red Corner  ",Crime|Thriller,1997,0119994
1687,"Jackal, The  ",Action|Thriller,1997,0119395
1688,"Anastasia  ",Adventure|Animation|Children|Drama|Musical,1997,0118617
1689,"Man Who Knew Too Little, The  ",Comedy|Crime|Thriller,1997,0120483
1690,"Alien: Resurrection  ",Action|Horror|Sci-Fi,1997,0118583
1693,"Amistad  ",Drama|Mystery,1997,0118607
1694,"Apostle, The  ",Drama,1997,0118632
1695,"Artemisia  ",Drama,1997,0123385
1696,"Bent  ",Drama|War,1997,0118698
1699,"Butcher Boy, The  ",Comedy|Drama,1997,0118804
1701,"Deconstructing Harry  ",Comedy|Drama,1997,0118954
1702,"Flubber  ",Children|Comedy|Fantasy,1997,0119137
1703,"For Richer or Poorer  ",Comedy,1997,0119142
1704,"Good Will Hunting  ",Drama|Romance,1997,0119217
1707,"Home Alone 3  ",Children|Comedy,1997,0119303
1711,"Midnight in the Garden of Good and Evil  ",Crime|Drama|Mystery,1997,0119668
1713,"Mouse Hunt  ",Children|Comedy,1997,0119715
1717,"Scream 2  ",Comedy|Horror|Mystery|Thriller,1997,0120082
1718,"Stranger in the House  ",Thriller,1997,0120222
1719,"Sweet Hereafter, The  ",Drama,1997,0120255
1721,"Titanic  ",Drama|Romance,1997,0120338
1722,"Tomorrow Never Dies  ",Action|Adventure|Thriller,1997,0120347
1726,"Postman, The  ",Action|Adventure|Drama|Sci-Fi,1997,0119925
1727,"Horse Whisperer, The  ",Drama|Romance,1998,0119314
1729,"Jackie Brown  ",Crime|Drama|Thriller,1997,0119396
1730,"Kundun  ",Drama,1997,0119485
1731,"Mr. Magoo  ",Comedy,1997,0119718
1732,"Big Lebowski, The  ",Comedy|Crime,1998,0118715
1733,"Afterglow  ",Drama|Romance,1997,0118566
1734,"My Life in Pink    ",Comedy|Drama,1997,0119590
1735,"Great Expectations  ",Drama|Romance,1998,0119223
1739,"3 Ninjas: High Noon On Mega Mountain  ",Action|Children|Comedy,1998,0118539
1746,"Senseless  ",Comedy,1998,0120820
1747,"Wag the Dog  ",Comedy,1997,0120885
1748,"Dark City  ",Adventure|Film-Noir|Sci-Fi|Thriller,1998,0118929
1752,"Hard Rain  ",Action|Crime|Thriller,1998,0120696
1753,"Half Baked  ",Comedy,1998,0120693
1754,"Fallen  ",Crime|Drama|Fantasy|Thriller,1998,0119099
1755,"Shooting Fish  ",Comedy|Romance,1997,0120122
1757,"Fallen Angels    ",Drama|Romance,1995,0112913
1759,"Four Days in September    ",Drama,1997,0119815
1760,"Spice World  ",Comedy,1997,0120185
1762,"Deep Rising  ",Action|Horror|Sci-Fi,1998,0118956
1767,"Music From Another Room  ",Drama|Romance,1998,0119734
1769,"Replacement Killers, The  ",Action|Crime|Thriller,1998,0120008
1770,"B. Monkey  ",Crime|Romance|Thriller,1998,0120594
1771,"Night Flier  ",Horror,1997,0119784
1772,"Blues Brothers 2000  ",Action|Comedy|Musical,1998,0118747
1777,"Wedding Singer, The  ",Comedy|Romance,1998,0120888
1779,"Sphere  ",Sci-Fi|Thriller,1998,0120184
1783,"Palmetto  ",Crime|Drama|Mystery|Romance|Thriller,1998,0120782
1784,"As Good as It Gets  ",Comedy|Drama|Romance,1997,0119822
1785,"King of New York  ",Crime|Thriller,1990,0099939
1791,"Twilight  ",Crime|Drama|Thriller,1998,0119594
1792,"U.S. Marshals  ",Action|Crime|Thriller,1998,0120873
1793,"Welcome to Woop-Woop  ",Comedy,1997,0120491
1794,"Love and Death on Long Island  ",Comedy|Drama,1997,0119574
1797,"Everest  ",Documentary|IMAX,1998,0120661
1798,"Hush  ",Thriller,1998,0118744
1799,"Suicide Kings  ",Comedy|Crime|Drama|Mystery|Thriller,1997,0120241
1801,"Man in the Iron Mask, The  ",Action|Adventure|Drama,1998,0120744
1804,"Newton Boys, The  ",Crime|Drama,1998,0120769
1805,"Wild Things  ",Crime|Drama|Mystery|Thriller,1998,0120890
1806,"Paulie  ",Adventure|Children|Comedy,1998,0125454
1807,"Cool, Dry Place, A  ",Drama,1998,0120642
1809,"Fireworks    ",Crime|Drama,1997,0119250
1810,"Primary Colors  ",Comedy|Drama,1998,0119942
1812,"Wide Awake  ",Children|Comedy|Drama,1998,0120510
1816,"Two Girls and a Guy  ",Comedy|Drama,1997,0124179
1821,"Object of My Affection, The  ",Comedy|Romance,1998,0120772
1824,"Homegrown  ",Comedy|Thriller,1998,0119305
1825,"The Players Club  ",Comedy|Drama,1998,0119905
1826,"Barney's Great Adventure  ",Adventure|Children,1998,0120598
1827,"Big One, The  ",Comedy|Documentary,1997,0124295
1829,"Chinese Box  ",Drama|Romance,1997,0118851
1831,"Lost in Space  ",Action|Adventure|Sci-Fi,1998,0120738
1833,"Mercury Rising  ",Action|Drama|Thriller,1998,0120749
1834,"Spanish Prisoner, The  ",Crime|Drama|Mystery|Thriller,1997,0120176
1835,"City of Angels  ",Drama|Fantasy|Romance,1998,0120632
1836,"Last Days of Disco, The  ",Comedy|Drama,1998,0120728
1837,"Odd Couple II, The  ",Comedy,1998,0120773
1839,"My Giant  ",Comedy,1998,0120765
1840,"He Got Game  ",Drama,1998,0124718
1841,"Gingerbread Man, The  ",Drama|Thriller,1998,0119196
1844,"Live Flesh    ",Drama|Romance,1997,0118819
1845,"Zero Effect  ",Comedy|Mystery|Thriller,1998,0120906
1848,"Borrowers, The  ",Adventure|Children|Comedy|Fantasy,1997,0118755
1855,"Krippendorf's Tribe  ",Comedy,1998,0120725
1856,"Kurt & Courtney  ",Documentary,1998,0138563
1857,"Real Blonde, The  ",Comedy,1997,0119987
1858,"Mr. Nice Guy    ",Action|Comedy,1997,0117786
1859,"Taste of Cherry    ",Drama,1997,0120265
1860,"Character    ",Drama,1997,0119448
1862,"Species II  ",Horror|Sci-Fi,1998,0120841
1863,"Major League: Back to the Minors  ",Comedy,1998,0120742
1866,"Big Hit, The  ",Action|Comedy|Crime,1998,0120609
1867,"Tarzan and the Lost City  ",Action|Adventure,1998,0120856
1870,"Dancer, Texas Pop. 81  ",Comedy|Drama,1998,0118925
1873,Mis�����,Crime|Drama|Romance|War,1998,0119683
1875,"Clockwatchers  ",Comedy,1997,0118866
1876,"Deep Impact  ",Drama|Sci-Fi|Thriller,1998,0120647
1881,"Quest for Camelot  ",Adventure|Animation|Children|Fantasy|Musical,1998,0120800
1882,"Godzilla  ",Action|Sci-Fi|Thriller,1998,0120685
1883,"Bulworth  ",Comedy|Drama|Romance,1998,0118798
1884,"Fear and Loathing in Las Vegas  ",Adventure|Comedy|Drama,1998,0120669
1885,"Opposite of Sex, The  ",Comedy|Drama|Romance,1998,0120777
1887,"Almost Heroes  ",Adventure|Comedy|Western,1998,0119053
1888,"Hope Floats  ",Comedy|Drama|Romance,1998,0119313
1889,"Insomnia  ",Drama|Mystery|Thriller,1997,0119375
1891,"Ugly, The  ",Horror|Thriller,1997,0120401
1892,"Perfect Murder, A  ",Thriller,1998,0120787
1893,"Beyond Silence    ",Drama,1996,0116692
1894,"Six Days Seven Nights  ",Adventure|Comedy|Romance,1998,0120828
1895,"Can't Hardly Wait  ",Comedy|Drama|Romance,1998,0127723
1897,"High Art  ",Drama|Romance,1998,0139362
1900,"Children of Heaven, The    ",Comedy|Drama,1997,0118849
1902,"Dream for an Insomniac  ",Drama|Romance,1996,0116141
1904,"Henry Fool  ",Comedy|Drama,1997,0122529
1906,"Mr. Jealousy  ",Comedy|Romance,1997,0119717
1907,"Mulan  ",Adventure|Animation|Children|Comedy|Drama|Musical|Romance,1998,0120762
1909,"X-Files: Fight the Future, The  ",Action|Crime|Mystery|Sci-Fi|Thriller,1998,0120902
1910,"I Went Down  ",Comedy|Crime|Drama,1997,0126344
1911,"Dr. Dolittle  ",Comedy,1998,0118998
1912,"Out of Sight  ",Comedy|Crime|Drama|Romance|Thriller,1998,0120780
1913,"Picnic at Hanging Rock  ",Drama|Mystery,1975,0073540
1914,"Smoke Signals  ",Comedy|Drama,1998,0120321
1916,"Buffalo '66    ",Drama|Romance,1998,0118789
1917,"Armageddon  ",Action|Romance|Sci-Fi|Thriller,1998,0120591
1918,"Lethal Weapon 4  ",Action|Comedy|Crime|Thriller,1998,0122151
1919,"Madeline  ",Children|Comedy,1998,0123987
1920,"Small Soldiers  ",Animation|Children|Fantasy|War,1998,0122718
1921,"Pi  ",Drama|Sci-Fi|Thriller,1998,0138704
1922,"Whatever  ",Drama,1998,0140688
1923,"There's Something About Mary  ",Comedy|Romance,1998,0129387
1924,"Plan 9 from Outer Space  ",Horror|Sci-Fi,1959,0052077
1926,"Broadway Melody, The  ",Musical,1929,0019729
1927,"All Quiet on the Western Front  ",Action|Drama|War,1930,0020629
1928,"Cimarron  ",Drama|Western,1931,0021746
1929,"Grand Hotel  ",Drama|Romance,1932,0022958
1931,"Mutiny on the Bounty  ",Adventure|Drama,1935,0026752
1932,"Great Ziegfeld, The  ",Drama|Musical,1936,0027698
1933,"Life of Emile Zola, The  ",Drama,1937,0029146
1934,"You Can't Take It with You  ",Comedy|Romance,1938,0030993
1936,"Mrs. Miniver  ",Drama|War,1942,0035093
1937,"Going My Way  ",Comedy|Drama|Musical,1944,0036872
1938,"Lost Weekend, The  ",Drama,1945,0037884
1939,"Best Years of Our Lives, The  ",Drama|War,1946,0036868
1940,"Gentleman's Agreement  ",Drama,1947,0039416
1941,"Hamlet  ",Drama,1948,0040416
1942,"All the King's Men  ",Drama,1949,0041113
1944,"From Here to Eternity  ",Drama|Romance|War,1953,0045793
1945,"On the Waterfront  ",Crime|Drama,1954,0047296
1946,"Marty  ",Drama|Romance,1955,0048356
1947,"West Side Story  ",Drama|Musical|Romance,1961,0055614
1948,"Tom Jones  ",Adventure|Comedy|Romance,1963,0057590
1949,"Man for All Seasons, A  ",Drama,1966,0060665
1950,"In the Heat of the Night  ",Drama|Mystery,1967,0061811
1951,"Oliver!  ",Drama|Musical,1968,0063385
1952,"Midnight Cowboy  ",Drama,1969,0064665
1953,"French Connection, The  ",Action|Crime|Thriller,1971,0067116
1954,"Rocky  ",Drama,1976,0075148
1955,"Kramer vs. Kramer  ",Drama,1979,0079417
1956,"Ordinary People  ",Drama,1980,0081283
1957,"Chariots of Fire  ",Drama,1981,0082158
1958,"Terms of Endearment  ",Comedy|Drama,1983,0086425
1959,"Out of Africa  ",Drama|Romance,1985,0089755
1960,"Last Emperor, The  ",Drama,1987,0093389
1961,"Rain Man  ",Drama,1988,0095953
1962,"Driving Miss Daisy  ",Drama,1989,0097239
1963,"Take the Money and Run  ",Comedy|Crime,1969,0065063
1964,"Klute  ",Drama|Mystery,1971,0067309
1965,"Repo Man  ",Comedy|Sci-Fi,1984,0087995
1966,"Metropolitan  ",Comedy,1990,0100142
1967,"Labyrinth  ",Adventure|Fantasy|Musical,1986,0091369
1968,"Breakfast Club, The  ",Comedy|Drama,1985,0088847
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A  ",Horror,1985,0089686
1970,"Nightmare on Elm Street 3: Dream Warriors, A  ",Horror|Thriller,1987,0093629
1971,"Nightmare on Elm Street 4: The Dream Master, A  ",Horror|Thriller,1988,0095742
1972,"Nightmare on Elm Street 5: The Dream Child, A  ",Horror,1989,0097981
1973,"Freddy's Dead: The Final Nightmare    ",Horror,1991,0101917
1974,"Friday the 13th  ",Horror|Mystery|Thriller,1980,0080761
1975,"Friday the 13th Part 2  ",Horror,1981,0082418
1976,"Friday the 13th Part 3: 3D  ",Horror,1982,0083972
1977,"Friday the 13th Part IV: The Final Chapter  ",Horror,1984,0087298
1978,"Friday the 13th Part V: A New Beginning  ",Horror,1985,0089173
1979,"Friday the 13th Part VI: Jason Lives  ",Horror,1986,0091080
1980,"Friday the 13th Part VII: The New Blood  ",Horror,1988,0095179
1981,"Friday the 13th Part VIII: Jason Takes Manhattan  ",Horror,1989,0097388
1982,"Halloween  ",Horror,1978,0077651
1983,"Halloween II  ",Horror,1981,0082495
1984,"Halloween III: Season of the Witch  ",Horror,1982,0085636
1985,"Halloween 4: The Return of Michael Myers  ",Horror,1988,0095271
1986,"Halloween 5: The Revenge of Michael Myers  ",Horror,1989,0097474
1987,"Prom Night  ",Horror,1980,0081383
1990,"Prom Night IV: Deliver Us From Evil  ",Horror,1992,0105179
1991,"Child's Play  ",Horror|Thriller,1988,0094862
1992,"Child's Play 2  ",Horror|Thriller,1990,0099253
1993,"Child's Play 3  ",Comedy|Horror|Thriller,1991,0103956
1994,"Poltergeist  ",Horror|Thriller,1982,0084516
1995,"Poltergeist II: The Other Side  ",Horror|Thriller,1986,0091778
1996,"Poltergeist III  ",Horror|Thriller,1988,0095889
1997,"Exorcist, The  ",Horror|Mystery,1973,0070047
1998,"Exorcist II: The Heretic  ",Horror,1977,0076009
1999,"Exorcist III, The  ",Horror,1990,0099528
2000,"Lethal Weapon  ",Action|Comedy|Crime|Drama,1987,0093409
2001,"Lethal Weapon 2  ",Action|Comedy|Crime|Drama,1989,0097733
2002,"Lethal Weapon 3  ",Action|Comedy|Crime|Drama,1992,0104714
2003,"Gremlins  ",Comedy|Horror,1984,0087363
2004,"Gremlins 2: The New Batch  ",Comedy|Horror,1990,0099700
2005,"Goonies, The  ",Action|Adventure|Children|Comedy|Fantasy,1985,0089218
2006,"Mask of Zorro, The  ",Action|Comedy|Romance,1998,0120746
2007,"Polish Wedding  ",Comedy,1998,0119910
2008,"This World, Then the Fireworks  ",Crime|Drama|Film-Noir,1997,0117898
2009,"Soylent Green  ",Drama|Mystery|Sci-Fi|Thriller,1973,0070723
2010,"Metropolis  ",Drama|Sci-Fi,1927,0017136
2011,"Back to the Future Part II  ",Adventure|Comedy|Sci-Fi,1989,0096874
2012,"Back to the Future Part III  ",Adventure|Comedy|Sci-Fi|Western,1990,0099088
2013,"Poseidon Adventure, The  ",Action|Adventure|Drama,1972,0069113
2014,"Freaky Friday  ",Children|Comedy|Fantasy,1977,0076054
2015,"Absent-Minded Professor, The  ",Children|Comedy|Fantasy,1961,0054594
2016,"Apple Dumpling Gang Rides Again, The  ",Children|Comedy|Western,1979,0078790
2017,"Babes in Toyland  ",Children|Fantasy|Musical,1961,0054649
2018,"Bambi  ",Animation|Children|Drama,1942,0034492
2019,"Seven Samurai    ",Action|Adventure|Drama,1954,0047478
2020,"Dangerous Liaisons  ",Drama|Romance,1988,0094947
2021,"Dune  ",Adventure|Sci-Fi,1984,0087182
2022,"Last Temptation of Christ, The  ",Drama,1988,0095497
2023,"Godfather: Part III, The  ",Crime|Drama|Mystery|Thriller,1990,0099674
2024,"Rapture, The  ",Drama|Mystery,1991,0102757
2025,"Lolita  ",Drama|Romance,1997,0119558
2026,"Disturbing Behavior  ",Horror|Thriller,1998,0134619
2027,"Jane Austen's Mafia!  ",Comedy|Crime,1998,0120741
2028,"Saving Private Ryan  ",Action|Drama|War,1998,0120815
2032,"Barefoot Executive, The  ",Children|Comedy,1971,0066811
2033,"Black Cauldron, The  ",Adventure|Animation|Children|Fantasy,1985,0088814
2034,"Black Hole, The  ",Children|Sci-Fi,1979,0078869
2035,"Blackbeard's Ghost  ",Children|Comedy,1968,0062737
2036,"Blank Check  ",Children|Comedy,1994,0109287
2037,"Candleshoe  ",Adventure|Children|Comedy,1977,0075807
2038,"Cat from Outer Space, The  ",Children|Comedy|Sci-Fi,1978,0077305
2040,"Computer Wore Tennis Shoes, The  ",Children|Comedy,1969,0065566
2041,"Condorman  ",Action|Adventure|Children|Comedy,1981,0082199
2042,"D2: The Mighty Ducks  ",Children|Comedy,1994,0109520
2043,"Darby O'Gill and the Little People  ",Adventure|Children|Fantasy,1959,0052722
2044,"Devil and Max Devlin, The  ",Comedy|Fantasy,1981,0082263
2046,"Flight of the Navigator  ",Adventure|Children|Sci-Fi,1986,0091059
2048,"Great Mouse Detective, The  ",Action|Animation|Children|Crime,1986,0091149
2050,"Herbie Goes Bananas  ",Adventure|Children|Comedy,1980,0080861
2051,"Herbie Goes to Monte Carlo  ",Adventure|Children|Comedy,1977,0076137
2052,"Hocus Pocus  ",Children|Comedy|Fantasy|Horror,1993,0107120
2053,"Honey, I Blew Up the Kid  ",Children|Comedy|Sci-Fi,1992,0104437
2054,"Honey, I Shrunk the Kids  ",Adventure|Children|Comedy|Fantasy|Sci-Fi,1989,0097523
2055,"Hot Lead and Cold Feet  ",Action|Comedy|Western,1978,0077698
2056,"In Search of the Castaways  ",Adventure|Children,1962,0056095
2057,"Incredible Journey, The  ",Adventure|Children,1963,0057180
2058,"Negotiator, The  ",Action|Crime|Drama|Mystery|Thriller,1998,0120768
2059,"Parent Trap, The  ",Children|Comedy|Romance,1998,0120783
2060,"BASEketball  ",Comedy,1998,0131857
2064,"Roger & Me  ",Documentary,1989,0098213
2065,"Purple Rose of Cairo, The  ",Comedy|Drama|Fantasy|Romance,1985,0089853
2066,"Out of the Past  ",Film-Noir,1947,0039689
2067,"Doctor Zhivago  ",Drama|Romance|War,1965,0059113
2068,"Fanny and Alexander    ",Drama|Fantasy|Mystery,1982,0083922
2069,"Trip to Bountiful, The  ",Drama,1985,0090203
2070,"Tender Mercies  ",Drama|Romance|Western,1983,0086423
2071,"And the Band Played On  ",Drama,1993,0106273
2072,"burbs, The  ",Comedy,1989,0096734
2073,"Fandango  ",Comedy,1985,0089126
2074,"Night Porter, The    ",Crime|Drama|Romance,1974,0071910
2075,"Mephisto  ",Drama|War,1981,0082736
2076,"Blue Velvet  ",Drama|Mystery|Thriller,1986,0090756
2077,"Journey of Natty Gann, The  ",Adventure|Children,1985,0089385
2078,"Jungle Book, The  ",Animation|Children|Comedy|Musical,1967,0061852
2080,"Lady and the Tramp  ",Animation|Children|Comedy|Romance,1955,0048280
2081,"Little Mermaid, The  ",Animation|Children|Comedy|Musical|Romance,1989,0097757
2082,"Mighty Ducks, The  ",Children|Comedy,1992,0104868
2083,"Muppet Christmas Carol, The  ",Children|Comedy|Musical,1992,0104940
2084,"Newsies  ",Children|Musical,1992,0104990
2085,"101 Dalmatians    ",Adventure|Animation|Children,1961,0055254
2087,"Peter Pan  ",Animation|Children|Fantasy|Musical,1953,0046183
2088,"Popeye  ",Adventure|Comedy|Musical,1980,0081353
2089,"Rescuers Down Under, The  ",Adventure|Animation|Children,1990,0100477
2090,"Rescuers, The  ",Adventure|Animation|Children|Crime|Drama,1977,0076618
2091,"Return from Witch Mountain  ",Children|Sci-Fi,1978,0078158
2092,"Return of Jafar, The  ",Adventure|Animation|Children|Fantasy|Musical|Romance,1994,0107952
2093,"Return to Oz  ",Adventure|Children|Fantasy,1985,0089908
2094,"Rocketeer, The  ",Action|Adventure|Sci-Fi,1991,0102803
2095,"Shaggy D.A., The  ",Children|Comedy,1976,0075200
2096,"Sleeping Beauty  ",Animation|Children|Musical,1959,0053285
2097,"Something Wicked This Way Comes  ",Children|Drama|Fantasy|Mystery|Thriller,1983,0086336
2098,"Son of Flubber  ",Children|Comedy,1963,0057518
2099,"Song of the South  ",Adventure|Animation|Children|Musical,1946,0038969
2100,"Splash  ",Comedy|Fantasy|Romance,1984,0088161
2102,"Steamboat Willie  ",Animation|Children|Comedy|Musical,1928,0019422
2103,"Tall Tale  ",Adventure|Children|Fantasy|Western,1995,0111359
2104,"Tex  ",Drama,1982,0084783
2105,"Tron  ",Action|Adventure|Sci-Fi,1982,0084827
2106,"Swing Kids  ",Drama|War,1993,0108265
2107,"Halloween H20: 20 Years Later    ",Horror|Thriller,1998,0120694
2108,"L.A. Story  ",Comedy|Romance,1991,0102250
2109,"Jerk, The  ",Comedy,1979,0079367
2110,"Dead Men Don't Wear Plaid  ",Comedy|Crime|Thriller,1982,0083798
2111,"Man with Two Brains, The  ",Comedy,1983,0085894
2112,"Grand Canyon  ",Crime|Drama,1991,0101969
2114,"Outsiders, The  ",Drama,1983,0086066
2115,"Indiana Jones and the Temple of Doom  ",Action|Adventure|Fantasy,1984,0087469
2116,"Lord of the Rings, The  ",Adventure|Animation|Children|Fantasy,1978,0077869
2117,1984,Drama|Sci-Fi,1984,0087803
2118,"Dead Zone, The  ",Thriller,1983,0085407
2119,"Maximum Overdrive  ",Horror,1986,0091499
2120,"Needful Things  ",Drama|Horror,1993,0107665
2121,"Cujo  ",Horror|Thriller,1983,0085382
2122,"Children of the Corn  ",Horror|Thriller,1984,0087050
2123,"All Dogs Go to Heaven  ",Animation|Children|Comedy|Drama|Fantasy,1989,0096787
2124,"Addams Family, The  ",Children|Comedy|Fantasy,1991,0101272
2125,"Ever After: A Cinderella Story  ",Comedy|Drama|Romance,1998,0120631
2126,"Snake Eyes  ",Action|Crime|Mystery|Thriller,1998,0120832
2130,"Atlantic City  ",Crime|Drama|Romance,1980,0080388
2131,"Autumn Sonata    ",Drama,1978,0077711
2132,"Who's Afraid of Virginia Woolf?  ",Drama,1966,0061184
2133,"Adventures in Babysitting  ",Adventure|Comedy,1987,0092513
2134,"Weird Science  ",Comedy|Fantasy|Sci-Fi,1985,0090305
2135,"Doctor Dolittle  ",Adventure|Children|Musical,1967,0061584
2136,"Nutty Professor, The  ",Comedy|Sci-Fi,1963,0057372
2137,"Charlotte's Web  ",Animation|Children,1973,0070016
2138,"Watership Down  ",Adventure|Animation|Children|Drama|Fantasy,1978,0078480
2139,"Secret of NIMH, The  ",Adventure|Animation|Children|Drama,1982,0084649
2140,"Dark Crystal, The  ",Adventure|Fantasy,1982,0083791
2141,"American Tail, An  ",Adventure|Animation|Children|Comedy,1986,0090633
2142,"American Tail: Fievel Goes West, An  ",Adventure|Animation|Children|Musical|Western,1991,0101329
2143,"Legend  ",Adventure|Fantasy|Romance,1985,0089469
2144,"Sixteen Candles  ",Comedy|Romance,1984,0088128
2145,"Pretty in Pink  ",Comedy|Drama|Romance,1986,0091790
2146,"St. Elmo's Fire  ",Drama|Romance,1985,0090060
2147,"Clan of the Cave Bear, The  ",Adventure|Drama|Fantasy,1986,0090848
2148,"House  ",Comedy|Fantasy|Horror,1986,0091223
2149,"House II: The Second Story  ",Comedy|Fantasy|Horror,1987,0093220
2150,"Gods Must Be Crazy, The  ",Adventure|Comedy,1980,0080801
2151,"Gods Must Be Crazy II, The  ",Comedy,1989,0097443
2152,"Air Bud: Golden Receiver  ",Children|Comedy,1998,0140796
2153,"Avengers, The  ",Action|Adventure,1998,0118661
2154,"How Stella Got Her Groove Back  ",Drama|Romance,1998,0120703
2155,"Slums of Beverly Hills, The  ",Comedy|Drama,1998,0120831
2156,"Best Man, The    ",Comedy|Drama|Romance,1998,0133413
2159,"Henry: Portrait of a Serial Killer  ",Crime|Horror|Thriller,1986,0099763
2160,"Rosemary's Baby  ",Drama|Horror|Thriller,1968,0063522
2161,"NeverEnding Story, The  ",Adventure|Children|Fantasy,1984,0088323
2162,"NeverEnding Story II: The Next Chapter, The  ",Adventure|Children|Fantasy,1990,0100240
2163,"Attack of the Killer Tomatoes!  ",Comedy|Horror,1978,0080391
2164,"Surf Nazis Must Die  ",Action|Comedy|Drama|Horror,1987,0094077
2165,"Your Friends and Neighbors  ",Comedy|Drama,1998,0119517
2166,"Return to Paradise  ",Crime|Drama|Romance|Thriller,1998,0124595
2167,"Blade  ",Action|Horror|Thriller,1998,0120611
